conversation_id,question_id,category,question,query_domains,gold_answer,generated_answer,correct,reasoning,time_seconds,context_length
1,0,temporal,When Jon has lost his job as a banker?,"work, events","19 January, 2023","Jon lost his job as a banker on December 04, 2025.",False,"The generated answer provides a different date than the gold answer. The gold answer states January 19, 2023, while the generated answer states December 4, 2025.",2.72,8024
1,1,temporal,When Gina has lost her job at Door Dash?,"work, events","January, 2023","I don't have that information. The conversation does not specify when Gina lost her job at Door Dash. However, it mentions that both Jon and Gina lost their jobs in December 2025.",False,"The generated answer does not match the gold answer. The gold answer specifies January 2023, while the generated answer states that both Jon and Gina lost their jobs in December 2025.",0.82,8024
1,2,multi_hop,How do Jon and Gina both like to destress?,"hobbies, relationships",by dancing,"Both Jon and Gina like to destress through dancing. Jon mentions that he started dancing since childhood and it has been his passion and escape. He practices dance routines to stay focused and motivated, especially mentioning that it is a stress-buster for him. Gina also states that dance is her stress fix; she says that as soon as she starts dancing, all her worries vanish.",True,"The generated answer states that both Jon and Gina like to destress through dancing, which matches the gold answer.",1.09,8024
1,3,single_hop,What do Jon and Gina both have in common?,"relationships, general",They lost their jobs and decided to start their own businesses.,"Jon and Gina both face similar challenges, whether it's building a brand for their respective businesses or pursuing personal goals. They support each other and motivate one another, showing that they are in different paths but share a supportive relationship. This connection is evident as early as March 16, 2023, where Jon mentions facing the same challenges motivates them both.",False,"The generated answer does not match the gold answer. The gold answer specifies that Jon and Gina lost their jobs and started their own businesses, while the generated answer discusses their supportive relationship and challenges they face in building their businesses without mentioning job loss or starting a business together.",0.81,2024
1,4,multi_hop,Why did Jon decide to start his dance studio?,"hobbies, work",He lost his job and decided to start his own business to share his passion.,"Jon decided to start his dance studio because he lost his job as a banker in December 4, 2025, and wanted to pursue his passion for dancing. He is passionate about sharing the joy of dancing with others and believes starting a dance studio will allow him to do that.",True,"The generated answer captures the main idea that Jon lost his job and started a dance studio to pursue his passion. The specific date is not mentioned in the gold answer, so its inclusion does not affect the correctness.",0.96,8024
1,5,single_hop,What Jon thinks the ideal dance studio should look like?,hobbies,"By the water, with natural light and Marley flooring","Based on the conversation, Jon mentioned his ideal dance studio by the water. However, he did not provide many details about its exact appearance or features beyond its location. Therefore, I don't have that specific information.",False,The generated answer does not provide the specific details about natural light and Marley flooring mentioned in the gold answer.,0.84,8024
1,6,temporal,When is Jon's group performing at a festival?,"events, work","February, 2023",Jon's group is performing at a nearby festival in January 2026.,False,The generated answer provides a different month and year compared to the gold answer.,0.65,8024
1,7,temporal,When did Gina launch an ad campaign for her store?,"events, work","29 January, 2023","Gina launched an ad campaign for her store around 29 January, 2023, as indicated by the context from Session 2 where she mentioned starting it recently.",True,"The generated answer indicates that Gina launched an ad campaign for her store around 29 January, 2023, which aligns with the gold answer. The use of 'around' is acceptable as it accounts for any minor date discrepancies.",0.81,8024
1,8,temporal,When was Jon in Paris?,"location, events",28 January 2023,"Jon was in Paris on December 04, 2025.",False,"The generated answer provides a different date than the gold answer. The gold answer states that Jon was in Paris on 28 January 2023, while the generated answer says he was there on December 04, 2025.",0.66,7533
1,9,single_hop,Which city have both Jean and John visited?,"location, relationships",Rome,"Based on the conversation, Jon and Gina mentioned visiting Rome. There is no explicit mention of them both visiting Paris together. Therefore, the city they have both visited is Rome.",True,The generated answer correctly identifies Rome as the city both Jean and John have visited based on the provided information.,0.49,1313
2,0,temporal,"Who did Maria have dinner with on May 3, 2023?","relationships, events",her mother,"I don't have that information. The conversation does not mention Maria having dinner with anyone on May 3, 2023.",False,"The generated answer does not match the gold answer. The gold answer states that Maria had dinner with her mother on May 3, 2023, while the generated answer denies having any information about this event.",2.77,8024
2,1,temporal,When did Maria donate her car?,"finance, events",21 December 2022,"Maria donated her old car to a homeless shelter on December 04, 2025.",False,"The generated answer provides a different date (December 04, 2025) compared to the gold answer (December 21, 2022).",0.66,8024
2,2,single_hop,What martial arts has John done?,hobbies,"Kickboxing, Taekwondo","Based on the conversation context, John has done kickboxing. He mentioned it in a conversation on 17 December, 2022.",False,"The generated answer only mentions kickboxing and does not include Taekwondo, which is present in the gold answer.",0.75,8024
2,3,single_hop,What type of volunteering have John and Maria both done?,"events, hobbies",Volunteering at a homeless shelter,"Both John and Maria have volunteered at a homeless shelter. Maria also mentioned volunteering during an event for kids around November 24, 2025, while John participated in a toy drive organized by the service-focused online group he joined during that same time period.",False,"The generated answer includes additional information about Maria and John volunteering at different events that are not mentioned in the gold answer. The core information about their volunteering at a homeless shelter is correct, but extra details make it partially incorrect.",0.92,8024
2,4,temporal,When did John join the online support group?,"events, personal",The week before 1 January 2023,"John joined the service-focused online group during the week of November 24, 2025.",False,"The generated answer provides a different date than the gold answer. The gold answer specifies 'the week before 1 January 2023', while the generated answer states 'November 24, 2025', which is nearly nine months later.",0.67,8024
2,5,temporal,When did Maria go to the beach?,"events, location",December 2022,"Maria went to the beach during November 2025. Specifically, she mentioned taking a picture at the beach around November 28, 2025.",False,"The generated answer states that Maria went to the beach in November 2025, which does not match the gold answer of December 2022.",0.75,8024
2,6,single_hop,Where has Maria made friends?,"relationships, location","homeless shelter, gym, church","Based on the conversation context, Maria made friends during a trip to England a few years ago. Specifically, she mentions forming connections and making a friend while volunteering. Additionally, Maria formed a friendship with one of her fellow volunteers in November 2025.",False,"The generated answer does not match the gold answer. The gold answer mentions that Maria made friends at a homeless shelter, gym, and church, while the generated answer states that she made friends during a trip to England.",0.79,5578
2,7,single_hop,What items des John mention having as a child?,"personal, hobbies","A doll, a film camera","John mentioned having a little doll as a child, which reminded him to always look out for others, especially when they're feeling down.",False,The generated answer provides additional information about the doll's significance that was not present in the gold answer. The gold answer only mentions a doll and a film camera without any additional context or details.,0.72,8024
2,8,open_domain,What might John's financial status be?,finance,Middle-class or wealthy,"Based on the conversation context, John has experienced financial strain. Specifically, he mentioned having money problems in the past and recently dealing with car trouble that is putting a strain on his wallet. This indicates that John's financial status is not stable or comfortable at times. For example, on 10 April 2023, John stated, ""Staying positive & looking for a solution though"" regarding his car breaking down the previous Friday.",False,"The generated answer describes John's financial struggles and instability, which does not match the gold answer that suggests he is either middle-class or wealthy. The generated answer provides specific details about John's recent financial troubles, while the gold answer gives a broader classification of his financial status.",0.96,3503
2,9,single_hop,Who gave Maria's family money when she was younger and her family was going through tough times?,"personal, finance",Her aunt,I don't have that information. The conversation does not mention anyone giving Maria's family money when she was younger and her family was going through tough times.,False,"The generated answer states that there is no information about who gave Maria's family money, which does not match the gold answer that specifies her aunt as the one who provided financial assistance.",0.74,8024
